match_url,competition_name,competition_year
https://www.fotmob.com/matches/philadelphia-union-vs-minnesota-united/10k6ciub#4386663,mls,2024
https://www.fotmob.com/matches/cf-montreal-vs-inter-miami-cf/8149n4ii#4386834,mls,2024
https://www.fotmob.com/matches/real-salt-lake-vs-la-galaxy/1g7r4n#4386718,mls,2024
https://www.fotmob.com/matches/la-galaxy-vs-houston-dynamo-fc/1u2a57#4386724,mls,2024
https://www.fotmob.com/matches/houston-dynamo-fc-vs-st-louis-city/d5sxltd0#4386684,mls,2024
https://www.fotmob.com/matches/seattle-sounders-fc-vs-vancouver-whitecaps/182zyoyi#4386816,mls,2024
https://www.fotmob.com/matches/new-england-revolution-vs-charlotte-fc/bammxocg#4386637,mls,2024
https://www.fotmob.com/matches/chicago-fire-fc-vs-nashville-sc/5fcjuiad#4386989,mls,2024
https://www.fotmob.com/matches/atlanta-united-vs-inter-miami-cf/j76lmfnx#4662944,mls,2024
https://www.fotmob.com/matches/fc-dallas-vs-seattle-sounders-fc/4aqgmuc#4386701,mls,2024
https://www.fotmob.com/matches/real-salt-lake-vs-austin-fc/9kyrynts#4386754,mls,2024
https://www.fotmob.com/matches/new-york-red-bulls-vs-vancouver-whitecaps/mod6ux1#4386829,mls,2024
https://www.fotmob.com/matches/la-galaxy-vs-colorado-rapids/1ujvja#4662934,mls,2024
https://www.fotmob.com/matches/inter-miami-cf-vs-charlotte-fc/xaxy0ocy#4386965,mls,2024
https://www.fotmob.com/matches/san-jose-earthquakes-vs-la-galaxy/1g6wh5#4386707,mls,2024
https://www.fotmob.com/matches/los-angeles-fc-vs-austin-fc/rrntq1xp#4386991,mls,2024
https://www.fotmob.com/matches/new-york-city-fc-vs-charlotte-fc/mbdp1xyp#4386680,mls,2024
https://www.fotmob.com/matches/columbus-crew-vs-new-england-revolution/1b4jcj#4386840,mls,2024
https://www.fotmob.com/matches/dc-united-vs-nashville-sc/5ffoezwc#4386882,mls,2024
https://www.fotmob.com/matches/cf-montreal-vs-vancouver-whitecaps/1ei01lm0#4387010,mls,2024
https://www.fotmob.com/matches/atlanta-united-vs-nashville-sc/i7uspl26#4386744,mls,2024
https://www.fotmob.com/matches/new-york-red-bulls-vs-sporting-kansas-city/1f8fsd#4386932,mls,2024
https://www.fotmob.com/matches/real-salt-lake-vs-vancouver-whitecaps/moueiyr#4386794,mls,2024
https://www.fotmob.com/matches/columbus-crew-vs-seattle-sounders-fc/49u3ej7#4386775,mls,2024
https://www.fotmob.com/matches/portland-timbers-vs-vancouver-whitecaps/2ezgm4c2#4387047,mls,2024
https://www.fotmob.com/matches/la-galaxy-vs-austin-fc/9kzekxp7#4387034,mls,2024
https://www.fotmob.com/matches/atlanta-united-vs-inter-miami-cf/j76lmfnx#4386995,mls,2024
https://www.fotmob.com/matches/orlando-city-vs-charlotte-fc/g5z4wn87#4386986,mls,2024
https://www.fotmob.com/matches/la-galaxy-vs-seattle-sounders-fc/4b9v1wp#4663700,mls,2024
https://www.fotmob.com/matches/new-england-revolution-vs-dc-united/1fqh6z#4387030,mls,2024
https://www.fotmob.com/matches/philadelphia-union-vs-portland-timbers/1laddstv#4386661,mls,2024
https://www.fotmob.com/matches/real-salt-lake-vs-cf-montreal/6gu2xpf#4386809,mls,2024
https://www.fotmob.com/matches/columbus-crew-vs-orlando-city/h7yf3vz#4386996,mls,2024
https://www.fotmob.com/matches/orlando-city-vs-fc-cincinnati/695s1t43#4387037,mls,2024
https://www.fotmob.com/matches/houston-dynamo-fc-vs-atlanta-united/3wjk306o#4386763,mls,2024
https://www.fotmob.com/matches/fc-dallas-vs-real-salt-lake/1ecsw9#4386727,mls,2024
https://www.fotmob.com/matches/atlanta-united-vs-charlotte-fc/s2xqd9kd#4386757,mls,2024
https://www.fotmob.com/matches/fc-dallas-vs-minnesota-united/ahf8rn0#4386864,mls,2024
https://www.fotmob.com/matches/sporting-kansas-city-vs-st-louis-city/d4pn8vt4#4386972,mls,2024
https://www.fotmob.com/matches/seattle-sounders-fc-vs-los-angeles-fc/6cmoo9g7#4663696,mls,2024
https://www.fotmob.com/matches/chicago-fire-fc-vs-nashville-sc/5fcjuiad#4387284,mls,2024
https://www.fotmob.com/matches/new-york-red-bulls-vs-inter-miami-cf/5yw3ipv7#4386653,mls,2024
https://www.fotmob.com/matches/vancouver-whitecaps-vs-inter-miami-cf/a9jvq5bu#4386800,mls,2024
https://www.fotmob.com/matches/vancouver-whitecaps-vs-los-angeles-fc/8t3ytgca#4387019,mls,2024
https://www.fotmob.com/matches/houston-dynamo-fc-vs-austin-fc/9lwaulkg#4386750,mls,2024
https://www.fotmob.com/matches/san-jose-earthquakes-vs-minnesota-united/ai57clu#4386929,mls,2024
https://www.fotmob.com/matches/chicago-fire-fc-vs-atlanta-united/3vvieyi4#4386672,mls,2024
https://www.fotmob.com/matches/philadelphia-union-vs-atlanta-united/5y75s4wd#4386695,mls,2024
https://www.fotmob.com/matches/sporting-kansas-city-vs-toronto-fc/wvojid#4386819,mls,2024
https://www.fotmob.com/matches/toronto-fc-vs-fc-cincinnati/3vaemjyi#4386802,mls,2024
https://www.fotmob.com/matches/dc-united-vs-philadelphia-union/9183ryb#4386679,mls,2024
https://www.fotmob.com/matches/fc-dallas-vs-la-galaxy/1elgdn#4386920,mls,2024
