player_name,player_number,count,avg(spi_score),matches_scaled,spi_scaled
Sebastien Ibeagha,25,19,6.794736842105263,0.6551724137931034,0.79
Brayan Vera,4,15,6.793333333333334,0.5172413793103449,0.79
Sebastian Driussi,10,19,6.7789473684210515,0.6551724137931034,0.788
Owen Wolff,33,18,6.777777777777778,0.6206896551724138,0.788
Logan Farrington,23,20,6.775,0.6896551724137931,0.788
Marco Farfan,4,19,6.773684210526317,0.6551724137931034,0.788
David Ayala,24,14,6.7714285714285705,0.4827586206896552,0.787
Tsiki Ntsabeleng,16,17,6.770588235294118,0.5862068965517241,0.787
Diego Gomez,20,17,6.770588235294118,0.5862068965517241,0.787
Tomas Totland,14,19,6.76842105263158,0.6551724137931034,0.787
Alexander Ring,8,20,6.765000000000001,0.6896551724137931,0.787
Sang-Bin Jeong,11,22,6.763636363636365,0.7586206896551724,0.786
Justin Haak,80,14,6.757142857142858,0.4827586206896552,0.786
Ezequiel Ponce,10,15,6.753333333333334,0.5172413793103449,0.785
Connor Ronan,20,14,6.750000000000001,0.4827586206896552,0.785
Andrew Privett,34,20,6.745,0.6896551724137931,0.784
Sam Adekugbe,3,17,6.741176470588235,0.5862068965517241,0.784
DeAndre Yedlin,91,15,6.739999999999999,0.5172413793103449,0.784
Thiago Martins,13,23,6.739130434782608,0.7931034482758621,0.784
Anderson Julio,29,18,6.73888888888889,0.6206896551724138,0.784
Joao Paulo,6,18,6.733333333333333,0.6206896551724138,0.783
Julio Cascante,18,17,6.723529411764706,0.5862068965517241,0.782
Kevin O'Toole,22,24,6.720833333333334,0.8275862068965517,0.781
Gabriel Pirani,10,16,6.71875,0.5517241379310345,0.781
Bongokuhle Hlongwane,21,22,6.718181818181819,0.7586206896551724,0.781
Patrick Agyemang,33,22,6.713636363636365,0.7586206896551724,0.781
Sam Junqua,29,18,6.705555555555555,0.6206896551724138,0.78
Brad Guzan,1,22,6.704545454545454,0.7586206896551724,0.78
Ali Ahmed,22,16,6.700000000000001,0.5517241379310345,0.779
Dayne St. Clair,97,21,6.700000000000001,0.7241379310344828,0.779
Brad Stuver,1,20,6.7,0.6896551724137931,0.779
Bjørn Inge Utvik,15,14,6.7,0.4827586206896552,0.779
Joshua Atencio,8,14,6.7,0.4827586206896552,0.779
Ronald Hernández,2,15,6.7,0.5172413793103449,0.779
Djibril Diani,28,17,6.699999999999999,0.5862068965517241,0.779
Tristan Muyumba,8,23,6.695652173913044,0.7931034482758621,0.779
Juan Mosquera,29,16,6.6937500000000005,0.5517241379310345,0.778
Aaron Long,33,22,6.690909090909091,0.7586206896551724,0.778
Alonso Martinez,16,22,6.6909090909090905,0.7586206896551724,0.778
Nökkvi Thorisson,29,18,6.688888888888887,0.6206896551724138,0.778
Ilie Sanchez,6,15,6.6800000000000015,0.5172413793103449,0.777
William Agada,23,15,6.679999999999999,0.5172413793103449,0.777
Rodrigo Adrián Schlegel,15,23,6.678260869565217,0.7931034482758621,0.777
Robin Jansson,6,23,6.660869565217392,0.7931034482758621,0.775
Derrick Williams,3,23,6.656521739130435,0.7931034482758621,0.774
Sebastian Berhalter,16,22,6.645454545454545,0.7586206896551724,0.773
Christopher McVey,97,16,6.64375,0.5517241379310345,0.773
Xande Silva,16,21,6.642857142857143,0.7241379310344828,0.772
Tani Oluwaseyi,14,15,6.64,0.5172413793103449,0.772
Jefferson Diaz,28,15,6.64,0.5172413793103449,0.772
Ranko Veselinovic,4,22,6.631818181818182,0.7586206896551724,0.771
Alan Pulido,9,15,6.626666666666666,0.5172413793103449,0.771
Sergio Santos,17,15,6.626666666666666,0.5172413793103449,0.771
Sebastian Kowalczyk,27,18,6.622222222222221,0.6206896551724138,0.77
Drake Callender,1,19,6.621052631578947,0.6551724137931034,0.77
Patrick Schulte,28,16,6.6187499999999995,0.5517241379310345,0.77
Omar Campos,2,15,6.613333333333333,0.5172413793103449,0.769
Dax McCarty,13,16,6.60625,0.5517241379310345,0.768
Matt Freese,49,24,6.604166666666667,0.8275862068965517,0.768
Rudy Camacho,4,18,6.594444444444445,0.6206896551724138,0.767
Nicolás Lodeiro,14,24,6.591666666666666,0.8275862068965517,0.766
Tim Leibold,14,14,6.585714285714286,0.4827586206896552,0.766
Jannes-Kilian Horn,38,14,6.5857142857142845,0.4827586206896552,0.766
Matti Peltola,4,19,6.568421052631579,0.6551724137931034,0.764
Olivier Giroud,9,20,6.5649999999999995,0.6896551724137931,0.763
Rasmus Alm,21,14,6.564285714285715,0.4827586206896552,0.763
Reed Baker-Whiting,21,16,6.55,0.5517241379310345,0.762
Tayvon Gray,24,15,6.546666666666667,0.5172413793103449,0.761
Jackson Yueill,14,17,6.541176470588234,0.5862068965517241,0.761
Alessandro Schöpf,8,20,6.540000000000001,0.6896551724137931,0.76
Walker Zimmerman,25,15,6.526666666666667,0.5172413793103449,0.759
Duncan McGuire,13,21,6.5238095238095255,0.7241379310344828,0.759
Alex Bono,24,18,6.522222222222222,0.6206896551724138,0.758
Cristian Dajome,11,20,6.515000000000001,0.6896551724137931,0.758
Diego Rubio,14,18,6.511111111111112,0.6206896551724138,0.757
Ema Twumasi,22,14,6.507142857142857,0.4827586206896552,0.757
Andres Perea,8,20,6.505,0.6896551724137931,0.756
Pedro De la Vega,10,26,6.503846153846153,0.896551724137931,0.756
Kei Ansu Kamara,23,19,6.494736842105263,0.6551724137931034,0.755
Keegan Rosenberry,2,16,6.4937499999999995,0.5517241379310345,0.755
Latif Blessing,15,14,6.492857142857142,0.4827586206896552,0.755
Niko Tsakiris,30,16,6.4875,0.5517241379310345,0.754
Brendan Hines-Ike,4,16,6.475,0.5517241379310345,0.753
Fabrice Picault,11,20,6.475,0.6896551724137931,0.753
Calvin Harris,14,15,6.473333333333333,0.5172413793103449,0.753
Andrés Cubas,20,18,6.45,0.6206896551724138,0.75
Jader Obrian,11,19,6.447368421052632,0.6551724137931034,0.75
Brian White,24,20,6.4399999999999995,0.6896551724137931,0.749
Amahl Pellegrino,9,16,6.4312499999999995,0.5517241379310345,0.748
Omir Fernandez,11,17,6.405882352941176,0.5862068965517241,0.745
Michael Boxall,15,21,6.376190476190475,0.7241379310344828,0.741
Bernard Kamungo,77,18,6.372222222222223,0.6206896551724138,0.741
Mitja Ilenic,35,17,6.370588235294117,0.5862068965517241,0.741
Jacen Russell-Rowe,19,14,6.364285714285714,0.4827586206896552,0.74
Yohei Takaoka,1,20,6.33,0.6896551724137931,0.736
Andreas Maxsø,5,17,6.329411764705883,0.5862068965517241,0.736
Jhojan Valencia,5,15,6.319999999999999,0.5172413793103449,0.735
Matt Polster,8,15,6.3,0.5172413793103449,0.733
Xavier Arreaga,3,18,6.261111111111111,0.6206896551724138,0.728
Zack Steffen,95,17,6.241176470588236,0.5862068965517241,0.726
Giacomo Vrioni,9,17,6.235294117647058,0.5862068965517241,0.725
Eddie Segura,4,17,6.211764705882354,0.5862068965517241,0.722
Daniel Lovitz,2,14,6.2,0.4827586206896552,0.721
Joe Willis,1,14,6.1642857142857155,0.4827586206896552,0.717
Aljaz Ivacic,31,18,6.155555555555556,0.6206896551724138,0.716
